Gene id	PTTSmmMPDMSO1	PTTSmmMPGL1
NONMMUG043924	0.957044	1.282093
NONMMUG043933	0.985277	1.235806
NONMMUG043938	2.181514	4.058537
NONMMUG043940	0.635124	0.616487
NONMMUG043945	0.539969	0.616815
NONMMUG043946	0.065445	0.619849
NONMMUG043948	1.418399	1.969646
NONMMUG043950	0.364666	0.463801
NONMMUG043958	0.924496	1.276666
NONMMUG043959	1.146583	1.777970
NONMMUG043961	0.924206	1.269146
NONMMUG043962	0.028915	0.043036
NONMMUG043963	0.144832	0.234200
NONMMUG043964	0.186357	0.252148
NONMMUG043967	0.055900	0.040726
NONMMUG043979	0.021767	0.044177
NONMMUG043984	0.023373	0.031625
NONMMUG043988	0.052079	0.058720
NONMMUG043989	0.041421	0.018681
NONMMUG043991	0.034493	0.065339
NONMMUG043992	0.509044	0.762860
NONMMUG043993	0.421868	0.462078
NONMMUG043994	0.066781	0.271071
NONMMUG043999	0.680420	0.812695
NONMMUG044002	0.276374	0.314113
NONMMUG044004	0.067903	0.085312
NONMMUG044005	0.129358	0.218782
NONMMUG044007	0.259802	0.200869
NONMMUG044009	0.027731	0.187606
NONMMUG044012	0.063266	0.071335
NONMMUG044013	0.020283	0.027443
NONMMUG044016	0.148240	0.126288
NONMMUG044019	0.698778	0.789422
NONMMUG044020	0.538028	0.531061
NONMMUG044022	0.537697	0.845312
NONMMUG044025	0.267731	0.482999
NONMMUG044028	0.430626	0.562901
NONMMUG044029	0.443976	0.667462
NONMMUG044036	0.213832	0.263019
NONMMUG044037	0.306659	0.349140
NONMMUG044038	1.386071	1.720729
NONMMUG044044	0.021945	0.019795
NONMMUG044046	0.032452	0.021955
NONMMUG044048	0.016499	0.066971
NONMMUG044049	0.084264	0.057006
NONMMUG044050	0.463057	0.480341
NONMMUG044051	0.006484	0.017546
NONMMUG044052	0.015331	0.020743
NONMMUG044053	0.017624	0.047693
NONMMUG044054	0.027968	0.056763
NONMMUG044055	0.038973	0.029295
NONMMUG044056	0.000000	0.047779
NONMMUG044057	0.024138	0.016330
NONMMUG044058	0.018821	0.025465
NONMMUG044059	0.025793	0.034899
NONMMUG044061	0.032777	0.088698
NONMMUG044062	0.043982	0.083313
NONMMUG044063	0.021089	0.014267
NONMMUG044064	0.019896	0.037688
NONMMUG044065	0.021528	0.087385
NONMMUG044066	0.000000	0.075042
NONMMUG044067	0.030534	0.082628
NONMMUG044068	0.041720	0.066265
NONMMUG044069	0.071447	0.038668
NONMMUG044070	0.015142	0.030732
NONMMUG044071	0.018842	0.019121
NONMMUG044072	0.012553	0.067941
NONMMUG044073	0.042821	0.115878
NONMMUG044074	0.000000	0.142822
NONMMUG044076	0.036282	0.077142
NONMMUG044077	0.032081	0.130220
NONMMUG044078	0.048332	0.036331
NONMMUG044079	0.020615	0.089257
NONMMUG044080	0.022803	0.092561
NONMMUG044081	0.019699	0.062192
NONMMUG044084	0.087846	0.039620
NONMMUG044086	0.350600	0.411590
NONMMUG044087	0.461923	0.624998
NONMMUG044088	0.293316	0.582741
NONMMUG044089	0.371029	0.376511
NONMMUG044090	1.982996	2.151762
NONMMUG044092	0.000000	0.258750
NONMMUG044093	0.191548	0.453548
NONMMUG044094	0.048454	0.170456
NONMMUG044095	0.049084	0.332062
NONMMUG044099	0.000000	0.017865
NONMMUG044100	14.430714	19.569527
NONMMUG044101	0.087533	0.088826
NONMMUG044104	0.137799	0.171531
NONMMUG044108	0.039960	0.027034
NONMMUG044109	0.038497	0.052088
NONMMUG044110	0.024359	0.032959
NONMMUG044114	0.012521	0.067768
NONMMUG044115	0.782336	0.834608
NONMMUG044116	0.672965	0.980586
NONMMUG044117	0.446219	0.467906
NONMMUG044118	0.398270	0.473334
NONMMUG044119	0.536289	0.643627
NONMMUG044120	0.080466	0.217746
NONMMUG044121	0.069328	0.093803
NONMMUG044122	0.051804	0.035046
NONMMUG044123	0.058088	0.157189
NONMMUG044124	0.051041	0.023020
NONMMUG044125	0.000000	0.174770
NONMMUG044126	0.000000	0.201250
NONMMUG044127	0.006943	0.018787
NONMMUG044128	0.008423	0.079775
NONMMUG044129	0.000000	0.136933
NONMMUG044130	0.013620	0.027643
NONMMUG044131	0.031264	0.084602
NONMMUG044132	0.017406	0.047101
NONMMUG044133	0.624706	0.241500
NONMMUG044136	0.070794	0.063858
NONMMUG044137	0.682689	0.923701
NONMMUG044138	0.629233	0.861821
NONMMUG044139	0.832203	0.939528
NONMMUG044140	0.125116	0.130220
NONMMUG044141	0.058156	0.062950
NONMMUG044142	0.166387	0.090051
NONMMUG044143	0.015586	0.024604
NONMMUG044144	0.000000	0.030605
NONMMUG044145	0.000000	0.231000
NONMMUG044148	0.033691	0.062680
NONMMUG044149	0.043465	0.042007
NONMMUG044150	0.038718	0.085724
NONMMUG044151	0.023726	0.064205
NONMMUG044152	0.045853	0.039481
NONMMUG044153	0.067331	0.054660
NONMMUG044154	0.056745	0.115166
NONMMUG044155	0.041693	0.066669
NONMMUG044156	0.051110	0.093852
NONMMUG044157	0.047732	0.086110
NONMMUG044158	0.022790	0.084798
NONMMUG044163	0.014669	0.019848
NONMMUG044164	0.023075	0.080284
NONMMUG044165	0.027263	0.039725
NONMMUG044166	0.017426	0.031438
NONMMUG044169	0.044506	0.034411
NONMMUG044172	0.276568	0.285286
NONMMUG044174	0.035697	0.036225
NONMMUG044175	0.030563	0.024812
NONMMUG044176	0.000000	0.052417
NONMMUG044178	0.029231	0.039551
NONMMUG044180	0.079811	0.107988
NONMMUG044181	0.018854	0.042518
NONMMUG044182	2.605410	3.462259
NONMMUG044183	0.157017	0.208023
NONMMUG044184	0.040801	0.044165
NONMMUG044185	0.037232	0.072765
NONMMUG044186	0.000000	0.000000
NONMMUG044187	0.033109	0.033598
NONMMUG044188	0.012786	0.051902
NONMMUG044194	0.110301	0.208938
NONMMUG044195	0.150513	0.384672
NONMMUG044199	0.021446	0.072542
NONMMUG044200	0.147992	0.133492
NONMMUG044203	0.589415	0.788332
NONMMUG044204	0.151183	0.163645
NONMMUG044205	0.128572	0.153496
NONMMUG044206	0.692504	1.050243
NONMMUG044207	0.478492	0.730954
NONMMUG044209	0.244310	0.480814
NONMMUG044210	0.033764	0.079946
NONMMUG044211	0.087807	0.118806
NONMMUG044212	0.039346	0.053236
NONMMUG044213	0.030113	0.061116
NONMMUG044215	0.800189	1.019919
NONMMUG044217	0.070880	0.191805
NONMMUG044219	0.008649	0.023405
NONMMUG044220	0.029718	0.046911
NONMMUG044221	0.069788	0.094425
NONMMUG044222	0.009467	0.038426
NONMMUG044225	0.104223	0.181308
NONMMUG044226	0.092137	0.101999
NONMMUG044231	0.145897	0.211505
NONMMUG044234	0.016971	0.031574
NONMMUG044235	0.416097	0.375329
NONMMUG044236	0.112837	0.327155
NONMMUG044237	0.060042	0.081238
NONMMUG044238	0.079488	0.107550
NONMMUG044240	0.026295	0.035578
NONMMUG044241	0.051547	0.077494
NONMMUG044242	0.079850	0.120750
NONMMUG044243	0.048478	0.016398
NONMMUG044248	0.169733	0.201534
NONMMUG044249	0.138786	0.150226
NONMMUG044250	0.571495	0.648534
NONMMUG044251	0.355101	0.418468
NONMMUG044253	0.309191	0.627519
NONMMUG044254	0.020516	0.097155
NONMMUG044260	0.239751	0.236718
NONMMUG044261	2.395770	1.976560
NONMMUG044262	3.328170	4.926388
NONMMUG044266	0.007601	0.010285
NONMMUG044268	0.100869	0.171699
NONMMUG044269	0.113677	0.219727
NONMMUG044270	0.054712	0.052876
NONMMUG044271	0.025698	0.037932
NONMMUG044272	0.029509	0.093164
NONMMUG044273	0.018660	0.061016
NONMMUG044274	0.030455	0.013736
NONMMUG044275	0.018135	0.040894
NONMMUG044277	0.351938	0.471118
NONMMUG044278	0.396979	0.464295
NONMMUG044281	0.143112	0.202856
NONMMUG044283	0.042042	0.056884
NONMMUG044287	0.032216	0.130770
NONMMUG044288	0.034325	0.046442
NONMMUG044289	0.010290	0.041769
NONMMUG044291	0.067469	0.148344
NONMMUG044292	0.019994	0.135260
NONMMUG044293	0.050733	0.017161
NONMMUG044295	0.285026	0.421524
NONMMUG044297	0.104434	0.163042
NONMMUG044298	0.753690	0.790321
NONMMUG044300	0.018628	0.040956
NONMMUG044301	0.178117	0.247885
NONMMUG044302	0.035312	0.039816
NONMMUG044303	0.067702	0.091603
NONMMUG044304	0.328631	0.381943
NONMMUG044305	0.012537	0.067854
NONMMUG044306	0.031164	0.021083
NONMMUG044307	0.033439	0.103416
NONMMUG044308	0.020494	0.083189
NONMMUG044309	0.363025	0.450254
NONMMUG044312	0.164069	0.234324
NONMMUG044313	0.006752	0.063946
NONMMUG044314	0.040734	0.165342
NONMMUG044315	0.027345	0.073997
NONMMUG044316	0.195777	0.227051
NONMMUG044317	0.235603	0.425040
NONMMUG044318	0.026319	0.071220
NONMMUG044319	0.228593	0.292112
NONMMUG044320	0.179043	0.319063
NONMMUG044322	0.718126	1.080157
NONMMUG044323	0.238272	0.338510
NONMMUG044325	0.019099	0.064604
NONMMUG044326	0.058980	0.026600
NONMMUG044331	0.527231	0.728870
NONMMUG044334	0.068694	0.104564
NONMMUG044336	0.179919	0.334725
NONMMUG044341	0.140951	0.162666
NONMMUG044355	0.250110	0.338407
NONMMUG044357	197.681013	232.716405
NONMMUG044358	78.511399	82.038874
NONMMUG044368	0.000000	0.172500
NONMMUG044369	0.088440	0.119662
NONMMUG044371	0.036630	0.000000
NONMMUG044378	0.000000	0.034862
NONMMUG044392	0.051949	0.157618
NONMMUG044394	0.000000	0.021017
NONMMUG044397	0.000000	0.028875
NONMMUG044403	0.151806	0.205399
NONMMUG044404	0.024179	0.021810
NONMMUG044405	0.629283	0.510865
NONMMUG044407	0.000000	0.027163
NONMMUG044409	0.011737	0.009528
NONMMUG044412	0.030919	0.020917
NONMMUG044413	0.050086	0.000000
NONMMUG044414	0.003552	0.014417
NONMMUG044415	0.010659	0.000000
NONMMUG044416	0.000000	0.047607
NONMMUG044417	0.005575	0.022628
NONMMUG044418	0.010100	0.000000
NONMMUG044419	0.021986	0.000000
NONMMUG044420	0.000000	0.029726
NONMMUG044421	0.015214	0.025731
NONMMUG044422	0.000000	0.049500
NONMMUG044425	5.577734	8.635771
NONMMUG044426	0.388785	0.438366
NONMMUG044439	0.885011	1.050072
NONMMUG044444	1.732379	1.823086
NONMMUG044446	1.081652	1.530036
NONMMUG044448	1.598542	1.870959
NONMMUG044454	0.243518	0.205930
NONMMUG044460	0.018734	0.038022
NONMMUG044466	0.353459	0.586523
NONMMUG044469	0.045169	0.081488
NONMMUG044471	0.048962	0.033123
NONMMUG044472	0.005761	0.023385
NONMMUG044473	0.097276	0.123784
NONMMUG044474	0.046791	0.050648
NONMMUG044475	0.000000	0.093539
NONMMUG044476	0.058088	0.122258
NONMMUG044477	0.126976	0.182540
NONMMUG044478	0.166387	0.225127
NONMMUG044482	0.026336	0.089084
NONMMUG044483	0.034285	0.046388
NONMMUG044484	0.176350	0.238608
NONMMUG044485	0.208868	0.376808
NONMMUG044486	1.058777	1.543828
NONMMUG044489	0.014422	0.019514
NONMMUG044491	0.072987	0.148132
NONMMUG044492	0.046342	0.073153
NONMMUG044493	0.060226	0.244463
NONMMUG044494	0.020075	0.027163
NONMMUG044497	0.000000	0.000000
NONMMUG044498	0.059512	0.069542
NONMMUG044500	0.079009	0.053451
NONMMUG044502	0.045819	0.092993
NONMMUG044504	0.466644	0.912002
NONMMUG044505	0.041509	0.140407
NONMMUG044508	0.125857	0.085144
NONMMUG044509	0.027168	0.024506
NONMMUG044510	0.009598	0.016234
NONMMUG044511	0.000000	0.144900
NONMMUG044513	0.004943	0.013376
NONMMUG044514	0.151806	0.068466
NONMMUG044515	0.038347	0.051885
NONMMUG044516	0.019892	0.080745
NONMMUG044519	0.126126	0.056884
NONMMUG044520	0.075065	0.090280
NONMMUG044522	0.026652	0.048081
NONMMUG044523	0.037976	0.051383
NONMMUG044526	0.088516	0.114062
NONMMUG044527	0.422526	0.657178
NONMMUG044528	1.273003	1.465711
NONMMUG044529	0.913979	1.404585
NONMMUG044530	0.308235	0.564495
NONMMUG044531	0.409651	0.534238
NONMMUG044534	0.004759	0.019315
NONMMUG044536	0.034415	0.023282
NONMMUG044537	0.332773	0.112563
NONMMUG044538	0.215754	0.291923
NONMMUG044539	0.750587	1.059250
NONMMUG044541	0.573894	1.224898
NONMMUG044543	0.024157	0.053114
NONMMUG044545	1.124331	1.140944
NONMMUG044547	0.036072	0.034862
NONMMUG044550	0.063608	0.124314
NONMMUG044552	0.239434	0.370243
NONMMUG044553	0.057483	0.146911
NONMMUG044554	0.144450	0.171992
NONMMUG044555	0.114972	0.215392
NONMMUG044557	0.008994	0.042592
NONMMUG044562	0.000000	0.025993
NONMMUG044564	0.010469	0.042496
NONMMUG044567	0.032186	0.000000
NONMMUG044568	0.024323	0.032910
NONMMUG044569	0.023924	0.021580
NONMMUG044570	0.041774	0.169564
NONMMUG044571	0.247383	0.273567
NONMMUG044572	0.146744	0.168004
NONMMUG044575	0.015962	0.043195
NONMMUG044576	0.049084	0.199237
NONMMUG044577	0.000000	0.024461
NONMMUG044578	0.017768	0.048081
NONMMUG044579	0.040689	0.036702
NONMMUG044580	0.395268	0.562749
NONMMUG044581	0.304913	0.564304
NONMMUG044582	0.502921	0.787209
NONMMUG044583	0.349180	0.478433
NONMMUG044584	0.054087	0.036591
NONMMUG044591	0.015080	0.040806
NONMMUG044594	0.022508	0.013052
NONMMUG044595	2.284536	2.968189
NONMMUG044596	2.462560	2.779120
NONMMUG044598	0.433617	0.596317
NONMMUG044601	0.066380	0.069855
NONMMUG044603	0.127570	0.139729
NONMMUG044604	0.035741	0.145076
NONMMUG044605	0.045396	0.030711
NONMMUG044607	0.052287	0.162715
NONMMUG044608	1.014237	4.252428
NONMMUG044610	0.901295	1.450197
NONMMUG044612	0.108316	0.096418
NONMMUG044614	0.656443	1.211169
NONMMUG044616	0.140911	0.127105
NONMMUG044620	0.043267	0.032523
NONMMUG044626	0.002788	0.026407
NONMMUG044629	0.062527	0.084602
NONMMUG044631	0.002845	0.019250
NONMMUG044634	0.075918	0.229145
NONMMUG044635	0.334355	0.399790
NONMMUG044637	0.000000	0.075469
NONMMUG044638	0.000000	0.007180
NONMMUG044642	0.007949	0.000000
NONMMUG044644	0.062527	0.169204
NONMMUG044645	0.015657	0.000000
NONMMUG044656	0.097196	0.131510
NONMMUG044667	0.000000	0.132825
NONMMUG044669	0.014718	0.019914
NONMMUG044676	0.000000	0.149241
NONMMUG044677	0.000000	0.066412
NONMMUG044678	0.106128	0.000000
NONMMUG044679	0.059256	0.026725
NONMMUG044680	0.232019	0.497958
NONMMUG044681	0.093493	0.126500
NONMMUG044682	0.071136	0.096250
NONMMUG044683	0.077298	0.209173
NONMMUG044684	0.000000	0.131510
NONMMUG044689	0.000000	0.156265
NONMMUG044692	0.415375	0.604919
NONMMUG044693	0.291177	0.350197
NONMMUG044694	0.035440	0.095902
NONMMUG044695	0.023617	0.085212
NONMMUG044700	0.019444	0.020462
NONMMUG044702	0.053498	0.072384
NONMMUG044703	0.018933	0.064043
NONMMUG044709	0.016853	0.079809
NONMMUG044710	0.034205	0.057851
NONMMUG044714	0.591969	1.067938
NONMMUG044715	0.283177	0.191574
NONMMUG044717	0.052835	0.085786
NONMMUG044721	0.013411	0.063509
NONMMUG044722	0.020967	0.022695
NONMMUG044724	0.029543	0.062815
NONMMUG044727	0.421061	0.508798
NONMMUG044728	0.063746	0.064687
NONMMUG044730	0.103901	0.159972
NONMMUG044733	0.125169	0.193552
NONMMUG044743	0.079168	0.000000
NONMMUG044748	0.020580	0.000000
NONMMUG044753	0.003814	0.025801
NONMMUG044754	0.017238	0.046646
NONMMUG044756	0.058550	0.079220
NONMMUG044757	0.012618	0.000000
NONMMUG044758	0.049476	0.139463
NONMMUG044759	0.040734	0.079609
NONMMUG044762	1.933408	2.883091
NONMMUG044763	0.582891	0.929227
NONMMUG044764	0.135428	0.328891
NONMMUG044765	0.245089	0.421239
NONMMUG044766	0.322092	0.530541
NONMMUG044767	0.471769	0.597576
NONMMUG044769	0.539245	0.585992
NONMMUG044771	0.026807	0.050780
NONMMUG044773	0.619748	0.857707
NONMMUG044777	0.754432	1.037370
NONMMUG044778	0.575525	0.793538
NONMMUG044780	0.011196	0.034084
NONMMUG044781	0.009691	0.052448
NONMMUG044785	0.017934	0.038823
NONMMUG044786	0.007525	0.000000
NONMMUG044787	0.007485	0.035447
NONMMUG044790	0.007669	0.025942
NONMMUG044791	0.000000	0.009853
NONMMUG044792	0.000000	0.097486
NONMMUG044793	0.008880	0.006007
NONMMUG044797	0.004176	0.028249
NONMMUG044798	0.000000	0.245972
NONMMUG044799	0.003595	0.004864
NONMMUG044800	0.014543	0.000000
NONMMUG044803	0.010662	0.018032
NONMMUG044805	0.033916	0.050988
NONMMUG044809	0.005823	0.007878
NONMMUG044811	0.029108	0.034462
NONMMUG044813	0.014495	0.024515
NONMMUG044814	0.076247	0.025791
NONMMUG044817	0.000000	0.139327
NONMMUG044819	0.006860	0.013923
NONMMUG044820	0.130024	0.175927
NONMMUG044821	0.016611	0.089898
NONMMUG044824	0.015808	0.032083
NONMMUG044828	0.700705	0.854209
NONMMUG044831	0.023712	0.064167
NONMMUG044834	1.140477	1.339500
NONMMUG044835	0.200215	0.245502
NONMMUG044836	0.478036	1.085699
NONMMUG044838	0.191529	0.416666
NONMMUG044840	0.800719	0.888388
NONMMUG044841	1.069593	1.169652
NONMMUG044842	0.691426	0.750368
NONMMUG044843	1.157380	1.575408
NONMMUG044844	0.376826	0.941278
NONMMUG044847	0.260260	0.216226
NONMMUG044848	0.297064	0.398846
NONMMUG044850	0.052287	0.035373
NONMMUG044851	0.177841	0.048125
NONMMUG044855	0.454358	0.683471
NONMMUG044856	0.455868	0.583845
NONMMUG044858	0.004193	0.039717
NONMMUG044864	0.000000	0.043336
NONMMUG044866	0.506021	0.938968
NONMMUG044868	0.561193	1.012418
NONMMUG044869	0.003616	0.024461
NONMMUG044870	0.018616	0.025188
NONMMUG044871	0.058608	0.055509
NONMMUG044872	0.146958	0.089478
NONMMUG044873	0.016853	0.034204
NONMMUG044875	0.629840	0.873185
NONMMUG044876	0.816125	0.978045
NONMMUG044881	0.026377	0.035690
NONMMUG044882	0.034110	0.064613
NONMMUG044883	0.035513	0.048050
NONMMUG044885	0.018777	0.010163
NONMMUG044886	0.000000	0.155351
NONMMUG044887	0.000000	0.033884
NONMMUG044889	0.029147	0.063100
NONMMUG044890	0.005150	0.027875
NONMMUG044891	0.006387	0.043209
NONMMUG044892	0.007968	0.021562
NONMMUG044894	0.019452	0.035092
NONMMUG044895	0.006918	0.037442
NONMMUG044896	0.000000	0.051851
NONMMUG044897	0.016738	0.067941
NONMMUG044898	0.016190	0.029208
NONMMUG044899	0.013974	0.047269
NONMMUG044901	0.004526	0.024495
NONMMUG044902	0.017073	0.046200
NONMMUG044904	0.004798	0.032460
NONMMUG044910	0.065822	0.097541
NONMMUG044911	0.227756	0.308162
NONMMUG044914	0.262728	0.389107
NONMMUG044915	0.000000	0.288750
NONMMUG044916	0.022830	0.030889
NONMMUG044920	0.048892	0.056702
NONMMUG044921	0.062188	0.072122
NONMMUG044922	0.065012	0.219909
NONMMUG044924	0.026604	0.035996
NONMMUG044930	0.000000	0.025478
NONMMUG044934	0.057746	0.000000
NONMMUG044936	0.000000	0.171756
NONMMUG044942	0.015682	0.010609
NONMMUG044943	0.246791	0.408121
NONMMUG044944	0.189809	0.319897
NONMMUG044946	0.000000	0.000000
NONMMUG044948	0.044312	0.055344
NONMMUG044949	0.007666	0.036305
NONMMUG044952	0.019324	0.031376
NONMMUG044953	0.466501	0.530568
NONMMUG044954	1.456340	2.846247
NONMMUG044959	0.021942	0.023751
NONMMUG044960	0.049166	0.088698
NONMMUG044961	0.000000	0.094875
NONMMUG044962	0.027168	0.012253
NONMMUG044966	0.017677	0.023918
NONMMUG044968	0.000000	0.141303
NONMMUG044969	0.236550	0.000000
NONMMUG044971	0.034750	0.011754
NONMMUG044973	0.013098	0.031013
NONMMUG044975	0.008581	0.000000
NONMMUG044976	0.017520	0.031606
NONMMUG044977	0.003480	0.004708
NONMMUG044978	0.030369	0.071908
NONMMUG044979	0.011673	0.011845
NONMMUG044980	0.009876	0.053451
NONMMUG044982	0.008051	0.025418
NONMMUG044985	0.009971	0.026983
NONMMUG044987	0.436616	0.790851
NONMMUG044988	0.225027	0.241038
NONMMUG044989	0.194606	0.409592
NONMMUG044996	0.016771	0.030256
NONMMUG044997	0.000000	0.017515
NONMMUG044998	0.000000	0.035046
NONMMUG044999	0.012694	0.017176
NONMMUG045000	0.000000	0.028740
NONMMUG045007	0.000000	0.021586
NONMMUG045010	0.035186	0.000000
NONMMUG045015	0.009787	0.019864
NONMMUG045017	0.000000	0.023790
NONMMUG045018	0.049166	0.088698
NONMMUG045019	0.003469	0.032854
NONMMUG045024	0.000000	0.074204
NONMMUG045025	0.036630	0.049562
NONMMUG045026	0.015007	0.040609
NONMMUG045030	0.017839	0.027586
NONMMUG045033	0.035568	0.144375
NONMMUG045042	0.041863	0.141604
NONMMUG045051	0.005261	0.028473
NONMMUG045052	0.021787	0.025268
NONMMUG045053	0.011599	0.015694
NONMMUG045054	0.006275	0.012735
NONMMUG045055	0.009175	0.049654
NONMMUG045056	0.016130	0.013095
NONMMUG045057	0.012900	0.026181
NONMMUG045059	0.004308	0.011656
NONMMUG045060	0.000000	0.059297
NONMMUG045061	0.295849	0.218342
NONMMUG045072	0.110301	0.000000
NONMMUG045076	0.089651	0.000000
NONMMUG045079	0.082494	0.000000
NONMMUG045081	0.155378	0.315349
NONMMUG045082	0.142096	0.225220
NONMMUG045083	0.155822	0.256666
NONMMUG045086	0.193244	0.333369
NONMMUG045093	0.000000	0.158125
NONMMUG045094	0.009394	0.000000
NONMMUG045099	0.000000	0.051986
NONMMUG045100	0.010582	0.023864
NONMMUG045102	0.097680	0.066082
NONMMUG045104	0.024390	0.066000
NONMMUG045105	0.383776	0.646127
NONMMUG045106	0.224969	0.290554
NONMMUG045111	0.342085	0.673241
NONMMUG045120	0.132269	0.145408
NONMMUG045121	0.042497	0.073928
NONMMUG045122	0.051787	0.070069
NONMMUG045128	0.053294	0.061293
NONMMUG045129	0.005076	0.027472
NONMMUG045130	0.024665	0.055622
NONMMUG045135	0.099780	0.103851
NONMMUG045137	3.317083	4.397179
NONMMUG045139	0.437243	0.623412
NONMMUG045140	0.724267	0.998683
NONMMUG045148	0.255203	0.328856
NONMMUG045149	1.358916	1.544475
NONMMUG045157	0.069040	0.053379
NONMMUG045160	0.334220	0.365617
NONMMUG045161	0.000000	0.068115
NONMMUG045173	0.188785	0.766297
NONMMUG045174	0.495733	0.820778
NONMMUG045183	0.164752	0.369713
NONMMUG045184	0.368428	0.522616
NONMMUG045185	0.122506	0.121554
NONMMUG045190	0.568879	0.819054
NONMMUG045193	0.136345	0.000000
NONMMUG045194	0.035697	0.048300
NONMMUG045195	0.142096	0.269165
NONMMUG045197	0.065577	0.133091
NONMMUG045198	0.146744	0.229096
NONMMUG045200	0.000000	0.491944
NONMMUG045203	0.022990	0.024885
NONMMUG045210	0.006387	0.017284
NONMMUG045212	0.125678	0.264516
NONMMUG045220	0.018785	0.050832
NONMMUG045221	0.014207	0.004806
NONMMUG045222	0.599916	0.889598
NONMMUG045223	0.611367	1.079300
NONMMUG045224	0.343667	0.521787
NONMMUG045225	0.149685	0.303793
NONMMUG045229	0.466542	0.736455
NONMMUG045235	0.034409	0.038341
NONMMUG045236	0.020588	0.041783
NONMMUG045237	0.030540	0.027547
NONMMUG045239	0.038347	0.062262
NONMMUG045249	0.015016	0.050793
NONMMUG045250	0.687177	0.265650
NONMMUG045253	0.015419	0.048679
NONMMUG045255	0.007872	0.031955
NONMMUG045260	0.042682	0.057750
NONMMUG045261	0.042359	0.028657
NONMMUG045263	0.009218	0.000000
NONMMUG045266	0.010613	0.014359
NONMMUG045268	0.012799	0.034635
NONMMUG045270	0.051992	0.054714
NONMMUG045271	0.000000	0.018474
NONMMUG045273	0.022990	0.012443
NONMMUG045275	0.040357	0.020477
NONMMUG045276	0.000000	0.094425
NONMMUG045277	0.007416	0.016724
NONMMUG045278	0.014616	0.019775
NONMMUG045279	0.000000	0.009839
NONMMUG045280	0.017385	0.007841
NONMMUG045282	0.000000	0.026302
NONMMUG045283	0.016244	0.051284
NONMMUG045284	0.015253	0.016510
NONMMUG045285	0.011914	0.032239
NONMMUG045286	0.006851	0.023173
NONMMUG045290	0.419678	0.547265
NONMMUG045291	0.799043	0.695014
NONMMUG045294	0.316201	0.411375
NONMMUG045297	0.184725	0.264817
NONMMUG045301	0.468575	0.791373
NONMMUG045302	0.710427	0.436924
NONMMUG045303	0.228782	0.225127
NONMMUG045305	0.007791	0.021083
NONMMUG045307	0.019190	0.022255
NONMMUG045308	0.000000	0.012584
NONMMUG045309	0.000000	0.029214
NONMMUG045310	0.023318	0.063100
NONMMUG045312	0.010279	0.013908
NONMMUG045313	0.000000	0.036964
NONMMUG045314	0.000000	0.027672
NONMMUG045315	0.000000	0.048125
NONMMUG045316	0.005622	0.011411
NONMMUG045317	0.013889	0.030068
NONMMUG045318	0.000000	0.025667
NONMMUG045320	0.008007	0.027085
NONMMUG045321	0.014840	0.050198
NONMMUG045323	0.000000	0.020119
NONMMUG045324	0.007477	0.020232
NONMMUG045326	0.008932	0.030215
NONMMUG045329	0.057577	0.000000
NONMMUG045342	0.037757	0.025543
NONMMUG045343	0.167809	0.227051
NONMMUG045344	0.005785	0.062616
NONMMUG045351	0.000000	0.095557
NONMMUG045352	0.064162	0.086814
NONMMUG045353	0.011952	0.026953
NONMMUG045354	0.000000	0.116513
NONMMUG045355	0.011442	0.000000
NONMMUG045356	0.005350	0.028954
NONMMUG045359	0.127434	0.279443
NONMMUG045360	0.036285	0.124970
NONMMUG045361	0.079644	0.127716
NONMMUG045362	0.020887	0.047101
NONMMUG045363	0.160206	0.243602
NONMMUG045367	0.671646	0.900949
NONMMUG045374	0.395839	0.571290
NONMMUG045377	0.283804	0.465831
NONMMUG045378	0.379146	0.499133
NONMMUG045380	0.000000	0.064714
NONMMUG045383	0.080963	0.106123
NONMMUG045384	0.037458	0.048732
NONMMUG045393	0.374802	0.547689
NONMMUG045394	0.089606	0.134711
NONMMUG045395	0.404457	0.554000
NONMMUG045396	0.396695	0.529183
NONMMUG045398	0.142273	0.577499
NONMMUG045400	0.000000	0.076777
NONMMUG045401	0.000000	0.132825
NONMMUG045402	0.021046	0.050624
NONMMUG045404	0.015707	0.053130
NONMMUG045405	0.047253	0.151845
NONMMUG045412	0.060399	0.098066
NONMMUG045414	0.012395	0.025156
NONMMUG045415	0.032869	0.029648
NONMMUG045416	0.009976	0.026997
NONMMUG045419	0.026965	0.061449
NONMMUG045420	0.074370	0.125781
NONMMUG045425	0.004075	0.044110
NONMMUG045427	0.062794	0.000000
NONMMUG045429	0.021815	0.029517
NONMMUG045432	0.002243	0.018208
NONMMUG045433	0.073811	0.000000
NONMMUG045434	0.042682	0.084404
NONMMUG045437	0.106094	0.198435
NONMMUG045438	0.145315	0.207539
NONMMUG045439	0.150642	0.246286
NONMMUG045440	0.051804	0.105138
NONMMUG045441	0.320272	0.531825
NONMMUG045444	0.676665	0.933024
NONMMUG045445	0.022060	0.037310
NONMMUG045446	0.024002	0.064951
NONMMUG045447	0.011563	0.015645
NONMMUG045453	0.000000	0.265650
NONMMUG045455	0.017779	0.064147
NONMMUG045456	0.024420	0.018881
NONMMUG045457	0.021747	0.029425
NONMMUG045458	0.006935	0.028151
NONMMUG045462	0.023770	0.064322
NONMMUG045463	0.069691	0.126810
NONMMUG045465	0.000000	0.068396
NONMMUG045466	0.181793	0.276718
